usim	latitude	longitude
01231315664	35.727	127.085
01231322738	37.24	126.971
01227587915	37.24	126.971
01231316307	37.485	126.533
01231322965	37.24	126.971
01231316278	37.485	126.533
01231321218	37.653	126.791
01231316345	37.485	126.533
01231316387	37.59	127.018
01231307819	35.147	128.881
01231322963	37.266	126.954
01231322690	37.266	126.954
01231307896	35.098	128.921
01231322305	37.299	126.973
01231322231	37.299	126.973
01231322180	37.745	128.893
01231322606	37.345	126.735
01231322654	37.442	126.8
01231307576	35.141	129.056
01227729214	37.737	127.084
01231322639	37.737	127.084
01231321133	37.362	126.73
01231307648	35.095	129.053
01231323026	37.737	127.084
01231323025	37.396	126.938
01231315624	36.801	127.163
01231307730	35.114	129.018
01231321480	37.453	127.161
01231316409	37.733	127.043
01231321384	37.436	126.881
01231316421	37.846	127.277
01231316443	37.776	127.117
01231322439	37.753	128.882
01231315666	36.801	127.163
01231323005	37.662	127.035
01231322848	37.662	127.035
01227721394	37.662	127.035
01231308006	35.106	129.021
01231308135	35.106	129.021
01231307725	35.13	129.044
01231307604	35.13	129.044
01231315495	36.644	127.477
01231307983	35.851	127.101
01231308349	35.824	127.036
01227587936	37.36	126.932
01231315976	36.981	128.352
01231322378	37.363	127.862
01231315861	36.981	128.352
01231322917	37.546	126.915
01231316371	37.653	127.059
01231307513	34.897	128.604
01231321634	37.311	126.866
01231308222	35.825	127.148
01231315977	36.965	127.929
01231307483	35.206	129.081
01227587714	35.825	128.546
01227587658	35.825	128.546
01231307715	35.188	129.083
01231321640	37.487	126.774
01231307330	35.181	128.985
01231307973	35.148	128.971
01227587608	35.841	128.7
01231322601	38.016	127.249
01227587999	35.841	128.7
01231321498	37.451	126.889
01231321487	37.451	126.889
01231321814	37.451	126.889
01231323002	37.637	127.215
01231316391	38.087	127.275
01231307967	35.967	126.699
01231316322	38.018	127.181
01231307635	35.504	129.428
01227587902	33.394	126.247
01227587934	33.284	126.299
01231315874	36.347	127.383
01231307373	35.236	129.214
01231307427	35.222	129.15
01231307421	35.236	129.214
01231307690	35.321	129.174
01227587827	36.576	128.474
01227587062	35.711	129.319
01227587942	35.711	129.319
01231316046	36.313	127.431
01231307679	35.228	128.917
01231307431	35.221	128.849
01231307659	35.261	128.87
01231307274	35.188	128.858
01231307466	35.17	128.812
01231307666	35.246	128.911
01231307579	35.199	128.815
01231307449	35.248	128.748
01231307609	35.234	128.866
01231307526	35.277	128.833
01227587469	33.44	126.88
01231307986	35.551	129.265
01227587137	36.656	128.45
01231307860	35.553	129.291
01231307587	35.557	129.303
01231307762	35.547	129.32
01227587562	36.808	128.624
01231307671	35.56	129.349
01231307948	35.561	129.364
01227587384	36.808	128.624
01231307990	35.524	129.401
01231307623	35.541	129.429
01231307988	35.523	129.432
01231307925	35.515	129.432
01231307914	35.503	129.42
01231321554	37.411	127.133
01231307063	35.492	129.426
01231307889	35.487	129.417
01231307793	35.54	129.344
01231321562	37.411	127.133
01231307915	35.527	129.345
01231321477	37.411	127.133
01231307783	35.519	129.313
01231321266	37.502	127.126
01231321428	37.502	127.112
01231321467	37.502	127.112
01231321600	37.502	127.112
01231321408	37.502	127.112
01231321383	37.502	127.112
01227587310	36.402	128.149
01227587472	36.402	128.149
01227587095	36.589	128.194
01227587450	36.589	128.194
01231321850	37.545	127.133
01231321618	37.545	127.133
01231321203	37.545	127.133
01231321002	37.545	127.133
01231308126	35.465	128.516
01231307959	35.525	127.743
01231308053	35.512	128.763
01231307987	35.352	128.61
01231307322	35.125	128.781
01231308042	35.512	128.763
01231307452	35.114	128.75
01231307660	35.278	128.686
01231307837	35.275	128.702
01231307527	35.135	128.702
01231307698	35.253	128.593
01231307541	35.155	128.705
01231307652	35.22	129.084
01231307241	35.152	128.66
01231307461	35.244	128.65
01231307656	35.246	128.67
01231307510	35.201	128.69
01231308081	35.337	129.038
01231307673	35.235	128.638
01231308166	35.337	129.038
01231307544	35.231	128.651
01231307779	35.239	128.662
01231307702	35.235	128.671
01231308013	35.169	128.982
01231307387	35.179	128.107
01231321381	37.475	126.667
01231300279	37.471	127.126
01231300284	37.514	127.104
01231300248	37.451	127.159
01231300447	37.505	127.106
01231300512	37.441	127.148
01231300201	37.537	127.123
01231307546	35.186	128.122
01231307487	35.192	128.118
01231307637	35.092	128.972
01231307886	35.092	128.972
01231307206	35.174	128.153
01231307668	35.611	129.457
01231307669	35.545	129.384
01231307586	34.975	128.325
01231307224	35.557	129.334
01231307661	35.535	129.288
01231306848	35.056	127.961
01231307459	35.408	129.334
01227587557	36.391	128.683
01231307968	35.164	129.05
01231307361	35.413	128.122
01231307507	35.415	127.876
01231308023	35.174	129.127
01231307294	35.115	128.488
01231307825	35.319	128.261
01231307591	35.15	128.553
01231307575	35.297	128.336
01231307944	35.301	128.589
01231307593	35.213	128.6
01231307258	35.211	128.564
01231307141	35.232	128.504
01231307545	35.229	128.585
01227587579	37.475	130.893
01231315723	36.745	126.3
01227587365	35.792	128.876
01231314953	36.298	127.35
01231315816	36.519	126.348
01227587496	36.678	129.44
01231315832	36.106	127.479
01231316001	36.548	126.952
01231316031	36.47	127.134
01231316039	36.47	127.134
01231316008	36.075	126.699
01231315825	36.075	126.699
01227587452	35.855	128.573
01231321511	37.539	127.123
01227587700	36.235	129.33
01231307932	35.53	129.262
01231314796	35.494	129.358
01231322254	37.777	127.814
01231322028	37.819	128.091
01231322194	37.54	127.956
01231322049	37.403	128.052
01231322235	35.875	128.048
01231322251	37.683	127.88
01231322238	38.12	128.317
01231322299	37.946	128.324
01231322100	37.719	128.173
01231322222	37.57	126.966
01231321962	35.162	126.993
01231322241	37.801	128.853
01231322294	35.284	126.477
01231321882	35.421	127.395
01231322295	35.23	127.225
01231321975	37.57	126.966
01231322137	35.31	128.997
01231322278	37.084	126.773
01231321764	37.57	126.966
01231321849	36.7	129.408
01231321829	34.817	126.381
01231322179	35.094	126.285
01231322264	36.139	127.303
01231321957	35.934	126.975
01231322191	36.412	128.951
01231322258	36.996	127.136
01231322187	37.491	128.863
01231321958	37.377	128.394
01231322291	37.62	128.98
01231322124	36.943	128.914
01231321807	34.966	127.161
01231322250	35.02	127.369
01231322193	36.181	128.593
01231321358	36.356	128.688
01231322215	36.39	128.428
01231322207	36.466	127.138
01231322257	35.84	127.116
01231322275	35.757	129.01
01231322218	37.507	129.124
01231322145	36.992	129.413
01231322271	34.888	128.604
01231322230	35.413	128.101
01231322184	35.17	128.572
01231322204	36.822	127.258
01231321949	36.404	128.165
01231322073	35.242	128.827
01231322113	35.321	128.288
01231322283	35.113	128.754
01231322057	35.283	128.717
01231321233	35.361	128.491
01231321834	37.558	127.713
01231321591	37.349	126.704
01231321952	37.477	126.624
01231322223	37.768	126.899
01231321717	37.885	126.766
01231322281	37.643	126.675
01231322345	37.57	126.966
01231322324	37.57	126.966
01231322307	37.631	127.341
01231322162	37.842	127.496
01231322237	37.754	127.106
01231322314	37.291	127.421
01231322354	35.65	126.934
01231322261	34.864	127.463
01231322051	37.613	127.088
01231322331	36.363	129.39
01231322286	34.982	127.894
01231322359	36.105	127.481
01231322349	35.767	128.896
01231322116	36.068	129.199
01231322233	35.95	129.252
01231321684	35.164	128.039
01231321948	35.079	127.77
01231322308	35.413	127.878
01231322178	36.077	128.099
01231322123	36.039	128.383
01231322208	36.191	129.369
01231322156	36.075	129.566
01231322181	36.234	128.29
01231322176	35.113	128.306
01231322246	34.944	128.192
01231321465	36.54	126.947
01231322287	36.74	126.812
01231322367	35.977	128.951
01231321936	37.159	128.194
01231322262	37.83	127.29
01231322339	34.845	128.435
01231322376	35.028	128.483
01231322135	34.622	128.273
01231322022	37.57	126.966
01231322328	35.511	127.745
01231322276	36.05	128.711
01231322377	37.57	126.966
01231322146	36.521	129.179
01231322126	34.816	127.926
01231322374	34.739	127.74
01231322168	35.357	127.648
01231322292	35.835	127.57
01231321853	35.102	127.597
01231321872	35.699	129.123
01231322265	35.638	129.44
01231321993	35.469	129.239
01231322351	35.662	128.67
01231322303	37.57	126.966
01231322010	37.696	127.582
01231322348	36.8	128.99
01231322336	36.93	129.154
01231321935	37.77	128.386
01231322356	37.69	128.674
01231322114	34.895	126.588
01231321794	35.026	126.826
01231322183	38.025	128.716
01231321701	37.561	128.377
01231322165	34.763	127.212
01231322398	37.905	128.52
01231322300	36.622	128.437
01231321767	36.756	128.691
01231322329	36.871	128.516
01231322360	36.624	129.088
01231322330	35.853	128.365
01231322337	35.727	128.194
01231322342	35.565	128.169
01231322385	35.605	127.925
01231322266	35.533	128.477
01231322407	37.57	126.966
01231322192	34.765	126.738
01231322358	34.553	126.568
01231322401	34.688	126.919
01231322161	34.876	126.971
01231322388	36.69	127.201
01231321951	35.744	127.347
01231322015	37.498	126.551
01231322386	34.396	126.701
01231322319	35.612	127.285
01231322301	35.938	127.293
01231322270	37.012	127.328
01231322064	35.141	126.617
01231322363	36.37	127.371
01231322315	35.729	126.716
01231322096	35.795	129.386
01231322411	37.255	126.105
01231322415	36.283	127.127
01231322177	35.588	128.953
01231322313	37.169	127.987
01231322248	36.827	127.012
01231322309	36.987	128.356
01231322365	35.319	126.809
01231322282	36.44	127.944
01231322269	36.904	128.145
01227587024	35.902	128.613
01231321826	37.281	126.982
01231300244	37.162	128.236
01231300263	37.129	128.214
01231321485	35.5	129.403
01231300271	37.152	128.218
01231315776	36.318	127.46
01231315256	36.356	127.435
01231315999	36.356	127.435
01227587786	36.203	129.338
01231316196	36.332	127.421
01231316311	36.41	126.95
01231315940	36.447	127.425
01231316155	36.367	127.415
01231315632	36.876	127.15
01231316204	36.432	127.419
01231316171	36.326	127.395
01231300308	36.85	127.155
01231315932	36.361	127.064
01231316193	36.367	127.429
01231316303	36.162	127.014
01231316246	36.179	127.108
01231316270	36.131	127.098
01231315912	36.359	127.448
01231316154	36.348	127.415
01231316206	36.448	127.121
01231316298	36.397	127.251
01231315984	36.365	127.402
01231316228	36.223	127.444
01231316274	36.325	127.378
01231316213	36.302	127.337
01231316223	36.67	127.216
01231316089	36.784	126.99
01231316053	36.77	126.933
01231316240	36.354	127.342
01231315478	36.765	126.899
01231316134	36.644	127.274
01231316235	36.36	127.354
01231315724	36.348	127.397
01227587440	35.901	128.542
01231315954	36.331	127.444
01231316169	36.38	127.379
01231316009	36.362	127.378
01231316318	36.601	127.297
01231316250	36.39	127.363
01231315896	36.685	126.83
01231315961	36.281	126.91
01231315827	36.389	127.348
01231316074	36.358	127.432
01231316313	36.438	127.209
01231315768	36.679	126.849
01231315884	36.338	127.428
01231316071	36.645	126.612
01231316102	36.777	126.445
01231316245	36.601	126.664
01231316324	36.598	126.668
01231316011	36.305	126.517
01231315948	36.579	126.657
01231316314	36.507	126.626
01231316040	36.201	126.627
01231316231	36.345	126.599
01231315243	36.903	126.689
01231315908	36.08	126.696
01231315906	36.881	126.755
01231315990	36.808	126.77
01231316122	36.148	126.686
01231315831	36.214	126.759
01231322735	37.86	127.79
01231322279	37.837	127.761
01231307594	35.138	129.065
01231322579	37.344	128.003
01227587363	36.161	128.461
01231322302	37.317	127.955
01231321238	37.522	126.925
01231321722	37.492	126.926
01231322082	37.375	129.225
01231322370	37.447	129.182
01231316176	36.328	127.433
01231316254	36.334	127.455
01227587772	35.835	128.6
01227588014	35.203	126.897
01227727995	34.61	127.284
01227587564	35.941	128.638
01231315952	36.319	127.415
01227587821	33.49	126.518
01231316085	36.373	127.318
01227587674	36.589	128.742
01231307888	35.286	128.301
01231308289	35.572	126.844
01231307401	35.231	128.274
01231322364	37.429	128.006
01231307592	35.238	128.815
01231307539	34.951	128.129
01231300182	37.077	128.204
01227587502	36.066	129.381
01231315376	35.915	126.931
01231315860	35.954	126.941
01227729717	36.476	127.428
01231308170	35.54	127.315
01231308041	35.935	127.661
01231308068	35.964	127.837
01231300602	36.269	127.623
01231300379	36.626	127.433
01231321976	37.913	127.726
01231322297	38.067	127.518
01231322458	37.886	127.735
01231322312	37.69	127.602
01231322455	38.055	127.83
01231322392	37.933	128.177
01231321889	37.773	127.679
01231322188	38.131	127.643
01231322395	37.819	127.714
01231322555	38.252	128.565
01231322198	37.783	127.646
01231322489	38.167	128.598
01231322429	38.27	128.551
01231322335	37.82	128.215
01231322089	38.142	128.578
01231321810	38.114	128.629
01231322449	37.87	128.259
01231322547	37.914	128.621
01231322212	37.869	127.745
01231321978	37.962	128.766
01231322501	38.371	128.501
01231322277	38.077	128.453
01231321922	37.912	128.287
01231322347	38.432	128.452
01231322454	37.936	128.493
01231322568	37.149	129.35
01231321622	37.662	127.835
01231322242	38.202	128.352
01231322340	37.676	127.932
01231322413	37.177	129.333
01231322518	38.106	128.19
01231322567	38.066	128.174
01231322626	37.256	129.329
01231322389	37.748	127.956
01231322503	37.328	129.266
01231322461	38.01	128.193
01231322441	38.009	128.271
01231322186	37.614	129.05
01231322576	38.016	128.36
01231322202	37.937	128.381
01231322333	37.688	129.032
01231322240	37.589	127.832
01231321986	38.07	128.274
01231322164	37.599	127.733
01231322532	37.37	128.915
01231322298	38.114	127.399
01231322426	37.754	127.795
01231322332	37.84	127.713
01231321604	37.464	127.086
01231322444	37.614	127.756
01231322390	38.165	127.41
01231322054	37.646	127.845
01231300089	36.888	127.816
01231322121	37.842	128.021
01231322285	37.707	128.999
01231322630	37.651	128.514
01231322451	37.983	127.61
01231322397	37.291	128.33
01231322243	37.711	127.801
01231300019	36.996	128.164
01231322600	37.542	128.964
01231322127	37.705	127.843
01231322428	37.738	128.872
01231322616	37.25	128.775
01231322751	37.505	128.932
01231321815	37.233	128.328
01231322743	37.214	128.825
01231322545	37.778	128.886
01231322539	37.415	128.161
01231322122	37.675	127.743
01231322703	37.489	128.849
01231322834	37.488	127.892
01231322066	37.844	128.838
01231322436	37.66	127.765
01231322768	37.822	128.158
01231322593	37.349	127.864
01231322584	37.172	127.885
01231322758	37.346	128.556
01231322628	37.46	128.182
01231322663	37.135	129.032
01231322723	37.492	128.834
01231322543	37.484	127.81
01231322423	37.895	128.034
01231322733	37.869	128.108
01231322669	37.11	129.001
01231322417	37.634	127.895
01231322754	37.153	127.839
01231322221	37.451	127.851
01231300170	37.154	128.155
01231322523	37.478	128.612
01231322706	37.488	129.059
01231322474	37.129	128.83
01231322371	37.22	127.869
01231322394	37.864	128.017
01231322776	37.657	127.89
01231321436	37.266	127.399
01231322657	37.123	128.898
01231322797	37.294	127.881
01231307613	37.266	127.399
01231321856	37.266	127.399
01231316327	37.266	127.399
01231315939	37.266	127.399
01231321407	37.266	127.399
01231321215	37.266	127.399
01231316399	37.266	127.399
01231300520	37.267	127.398
01231322399	37.166	129.033
01231320840	37.267	127.398
01231322460	37.416	127.826
01231322509	37.526	127.886
01231322732	37.469	128.845
01231322352	37.591	128.419
01231322133	37.785	128.135
01231300230	36.913	128.074
01231322430	37.401	128.592
01231322770	37.4	127.879
01231322217	37.266	128.74
01231300181	36.924	128.119
01231322245	37.322	128.713
01231322357	37.642	127.923
01231322350	37.786	127.996
01231322769	37.339	128.784
01231322445	37.669	128.022
01231322435	37.776	127.873
01231321908	37.791	127.907
01231322786	37.642	128.395
01231300264	37.1	128.149
01231322372	37.686	127.862
01231322828	37.625	128.367
01231322756	37.607	128.346
01231322788	37.495	128.451
01231322678	37.408	127.978
01231322074	37.08	128.602
01231322785	37.273	128.011
01231322597	37.135	128.534
01231322660	37.257	128.042
01231322716	37.418	127.921
01231322587	37.228	128.504
01231322403	37.192	128.447
01231322748	37.44	127.889
01231322835	37.227	128.082
01231322638	37.192	128.562
01231322573	37.191	128.405
01231322637	37.255	128.582
01231322497	37.212	127.75
01231322693	37.262	128.192
01231322636	37.469	127.946
01231322596	37.204	128.654
01231322627	37.498	127.964
01231322685	37.215	128.643
01231300145	37.128	128.12
01231322554	37.49	128.25
01231322814	37.704	128.445
01231300225	37.126	128.284
01227729734	37.187	128.297
01231322742	37.733	128.36
01227587994	37.207	128.241
01231322353	37.363	128.274
01231322152	37.29	128.242
01231322228	37.312	128.189
01231322355	37.235	127.796
01231322820	37.181	127.768
01231321885	37.525	128.037
01231322845	37.244	127.761
01231322383	37.353	127.799
01231322665	37.297	127.803
01227702919	37.246	128.43
01231321894	37.49	128.046
01231300148	36.997	127.652
01231322618	37.675	128.174
01231300251	36.942	128.146
01231322512	37.824	128.467
01231322557	38.253	128.209
01231322226	38.21	128.207
01231322520	37.963	128.293
01231300142	37.182	128.119
01231322552	37.509	128.103
01231322581	37.56	128.11
01231322752	37.829	128.415
01231300238	36.971	128.224
01231322687	37.823	128.268
01231322530	37.517	128.393
01231322615	37.831	128.423
01231321954	36.001	126.784
01231321990	35.113	126.897
01231321553	37.577	128.421
01231322070	37.539	126.856
01231321768	35.865	128.72
01231322163	36.638	127.492
01231322117	36.826	127.406
01231321739	37.614	127.028
01231321762	37.955	127.315
01231321578	37.896	127.198
01231321973	37.638	127.014
01231321982	35.215	126.875
01231322172	37.321	127.076
01231322173	37.488	126.703
01231322211	37.102	129.005
01231322203	35.191	129.122
01231321921	35.821	127.116
01231322019	35.832	128.626
01231321863	35.173	126.911
01231321941	35.194	126.837
01231321505	36.479	127.078
01231321719	35.18	126.87
01231321813	35.976	126.734
01231321984	34.915	126.429
01231300555	36.618	127.38
01231300568	36.672	127.377
01231300498	36.593	127.352
01231300236	36.574	127.371
01231300593	36.763	127.477
01231300563	36.704	127.438
01231300195	36.79	127.508
01231300552	36.86	127.641
01231300565	36.775	127.627
01227587751	37.715	127.179
01231315851	37.566	126.985
01231307929	35.878	127.191
01227587814	36.901	128.239
01227588057	34.944	127.501
01231322734	37.847	128.513
01231300030	34.955	127.518
01231300045	35.211	126.841
01231300197	36.932	127.592
01231322813	37.49	128.018
01231321899	35.164	129.05
01231307665	35.164	129.05
01231307499	35.164	129.05
01231307378	35.164	129.05
01231307133	35.164	129.05
01231321714	35.164	129.05
01231307599	35.164	129.05
01231307494	35.164	129.05
01231307643	35.164	129.05
01231307595	35.164	129.05
01231307129	35.164	129.05
01231307622	35.165	129.05
01231321901	35.164	129.05
01231321652	35.164	129.05
01231307918	35.164	129.05
01231307969	35.164	129.05
01231323080	35.161	126.81
01231307942	35.164	129.05
01231323142	35.883	128.581
01231322199	35.883	128.58
01227588023	35.883	128.58
01231322320	35.883	128.58
01231322947	35.883	128.58
01231300404	35.883	128.58
01231300359	35.884	128.581
01231300361	35.884	128.581
01231323121	35.884	128.581
01231300157	35.884	128.581
01227721464	35.884	128.581
01231300307	35.884	128.581
01231300420	35.883	128.58
01231323145	35.883	128.58
01227587932	35.91	128.614
01231322293	37.629	127.025
01231322561	37.567	128.13
01231322440	37.629	127.025
01231322737	37.629	127.025
01231323124	37.629	127.025
01231300249	37.629	127.025
01231321980	37.226	127.311
01231300428	37.629	127.025
01231300467	37.629	127.025
01231322012	37.226	127.311
01231321852	37.226	127.311
01231322050	37.226	127.311
01231321593	36.347	127.384
01231321994	37.226	127.311
01231321502	36.347	127.384
01231321846	36.347	127.384
01231321494	36.347	127.384
01231321551	36.347	127.384
01231321748	36.347	127.384
01231321823	36.347	127.384
01231321697	36.347	127.384
01231321832	36.347	127.384
01231321702	36.347	127.384
01231321524	36.347	127.384
01231321679	36.347	127.384
01231321650	36.347	127.384
01231321649	36.347	127.384
01231321718	36.347	127.384
01231322174	35.84	128.61
01231321822	36.347	127.384
01231321594	36.347	127.384
01231321753	36.347	127.384
01231321725	36.347	127.384
01231320850	36.347	127.384
01231321845	36.347	127.384
01231321659	36.347	127.384
01231321501	36.347	127.384
01231321629	36.347	127.384
01231321819	36.347	127.384
01231316384	36.347	127.383
01231316111	36.347	127.383
01231321909	36.347	127.383
01231316183	36.347	127.383
01231316453	36.347	127.383
01231316383	36.347	127.383
01231322083	35.84	128.61
01231321870	35.84	128.61
01231321558	35.84	128.61
01231322131	35.84	128.61
01231322030	35.84	128.61
01231322063	35.84	128.61
01231322046	35.867	128.629
01231316079	37.402	127.103
01231322099	35.84	128.61
01231322160	35.867	128.629
01231322037	35.867	128.629
01231322055	35.867	128.629
01231322128	35.867	128.629
01231321665	35.867	128.629
01231321891	35.867	128.629
01231321946	35.867	128.629
01231321933	35.867	128.629
01231322009	37.466	126.96
01231322760	37.706	128.259
01231316451	37.335	127.949
01231316202	35.174	129.127
01231322683	37.492	126.926
01231316442	35.174	129.127
01231316217	35.174	129.127
01231316414	35.174	129.127
01231322676	37.492	126.926
01231316051	35.174	129.127
01231316396	35.174	129.127
01231316289	35.174	129.127
01231316319	35.174	129.127
01231316090	35.174	129.127
01231316427	35.174	129.127
01231322670	37.492	126.926
01231322599	37.492	126.926
01231322425	37.492	126.926
01231300445	37.492	126.926
01231300344	37.492	126.926
01231300326	37.492	126.926
01231321479	37.38	127.115
01231300322	37.492	126.926
01231322071	37.335	127.949
01231321802	35.824	127.148
01231322045	35.84	128.61
01227509952	37.492	126.926
01231321804	35.824	127.148
01231322058	37.335	127.949
01231316431	35.824	127.148
01231321700	35.824	127.148
01231321818	35.824	127.148
01231322824	37.492	126.926
01231321772	35.824	127.148
01231322898	37.492	126.926
01231323055	37.492	126.926
01231321614	37.38	127.115
01231316456	37.335	127.949
01231321803	35.824	127.148
01231323013	37.492	126.926
01231323131	37.492	126.926
01231321787	35.824	127.148
01231322094	37.335	127.949
01231321808	35.824	127.148
01231321793	35.824	127.148
01231316390	37.335	127.949
01231315647	37.445	126.702
01231316220	37.335	127.949
01231321817	35.824	127.148
01231321518	35.824	127.148
01231321689	35.824	127.148
01231321027	37.38	127.115
01231316424	37.445	126.702
01231323031	37.492	126.926
01231316078	37.445	126.702
01231316173	37.445	126.702
01231316344	37.445	126.702
01231316341	37.445	126.702
01231315533	37.445	126.702
01231316295	37.445	126.702
01231321023	37.38	127.115
01231321585	37.564	127.064
01231322040	37.564	127.064
01231321896	37.564	127.064
01231321589	37.564	127.064
01231321528	37.564	127.064
01231322027	37.564	127.064
01231321866	37.564	127.064
01231322004	37.564	127.064
01231322025	37.564	127.064
01231321824	37.564	127.064
01231322008	37.564	127.064
01231321677	35.14	126.801
01231323007	35.161	126.81
01231321258	35.14	126.801
01231321950	35.14	126.801
01231315916	37.38	127.115
01231321801	35.14	126.801
01231321380	37.38	127.115
01231321373	37.38	127.115
01231321437	37.38	127.115
01231321281	37.38	127.115
01231321433	37.38	127.115
01231321483	37.38	127.115
01231320898	37.38	127.115
01231316401	37.38	127.115
01231316032	37.38	127.115
01231321565	37.38	127.115
01231321452	37.38	127.115
01231321564	37.38	127.115
01231321493	37.38	127.115
01231321979	35.14	126.801
01231321577	37.38	127.115
01231322980	35.161	126.81
01231322958	35.161	126.81
01231322955	35.161	126.81
01231322747	35.161	126.81
01231322744	35.161	126.81
01231322741	35.161	126.81
01231322727	35.161	126.81
01231322590	35.161	126.81
01231322516	35.161	126.81
01231322480	35.161	126.81
01231322210	37.566	126.985
01231322000	35.161	126.81
01227723452	35.161	126.81
01231321461	37.38	127.115
01231321754	35.14	126.801
01231321455	35.14	126.801
01231300292	37.546	127.062
01231300405	37.546	127.062
01231300451	37.546	127.062
01231300470	37.546	127.062
01231300462	37.546	127.062
01231300401	37.546	127.062
01231300430	37.546	127.062
01231300270	37.546	127.062
01231300291	37.546	127.062
01231300010	37.546	127.062
01231321799	36.634	127.463
01231321947	33.492	126.489
01231321963	33.492	126.489
01231321710	36.634	127.463
01231321786	36.634	127.463
01231322031	33.492	126.489
01231321783	36.634	127.463
01231321644	36.634	127.463
01231321500	37.38	127.115
01231321992	33.492	126.489
01231321742	33.492	126.489
01231321842	33.492	126.489
01231321731	33.492	126.489
01231321776	36.634	127.463
01231322150	35.84	128.545
01231322062	33.492	126.489
01231321788	36.634	127.463
01231321796	36.634	127.463
01231321960	33.492	126.489
01231321760	36.634	127.463
01231321910	35.84	128.545
01231321646	36.634	127.463
01231321225	36.634	127.463
01231321761	36.634	127.463
01231321809	36.634	127.463
01231316222	37.402	127.103
01231322014	35.84	128.545
01231316035	37.402	127.103
01231315863	37.402	127.103
01231316129	37.402	127.103
01231316361	37.402	127.103
01231321893	35.84	128.545
01231321319	37.266	127.399
01231316385	37.402	127.103
01231316163	37.402	127.103
01231322084	35.84	128.545
01231316374	37.402	127.103
01231321859	35.84	128.545
01231322129	35.84	128.545
01231321833	35.84	128.545
01231316256	37.402	127.103
01231316407	37.402	127.103
01231316354	37.402	127.103
01231316340	37.402	127.103
01231321290	37.266	127.399
01231316151	37.402	127.103
01231322911	37.566	126.985
01227723733	37.566	126.985
01231323112	37.566	126.985
01231323018	37.566	126.985
01231321790	37.267	127.398
01231322728	37.566	126.985
01231322799	37.566	126.985
01231322725	37.566	126.985
01231322713	37.566	126.985
01231323051	37.566	126.985
01231323119	37.566	126.985
01231323133	37.566	126.985
01231322582	37.566	126.985
01231323076	37.566	126.985
01231300184	37.566	126.985
01231316438	37.344	127.928
01231321751	35.196	129.103
01231321724	35.196	129.103
01231321490	35.196	129.103
01231321759	35.196	129.103
01231321641	35.196	129.103
01231321987	35.196	129.103
01231321945	35.196	129.103
01231321927	35.196	129.103
01231321884	35.196	129.103
01231300304	37.566	126.985
01231300147	37.566	126.985
01231300053	37.566	126.985
01227587728	37.566	126.985
01231300319	37.566	126.985
01231300200	37.566	126.985
01231300212	37.566	126.985
01231300247	37.566	126.985
01231316282	37.566	126.985
01231300178	37.566	126.985
01231300162	37.566	126.985
01231300298	37.566	126.985
01227587997	37.566	126.985
01231300186	37.566	126.985
01231316261	37.266	127.399
01227722346	37.566	126.985
01231321221	37.566	126.985
01231323043	37.566	126.985
01231322393	37.566	126.985
01231322902	37.566	126.985
01231323001	37.566	126.985
01231322957	37.566	126.985
01231322978	37.566	126.985
01227722316	37.566	126.985
01231322934	37.566	126.985
01231322971	37.566	126.985
01231323017	37.566	126.985
01231323020	37.566	126.985
01231322892	37.566	126.985
01231322766	37.566	126.985
01231322840	37.566	126.985
01227717464	37.566	126.985
01231322513	37.566	126.985
01231322825	37.566	126.985
01231322680	37.566	126.985
01231316273	37.344	127.928
01231321888	37.344	127.928
01231315997	37.344	127.928
01231316412	37.344	127.928
01231316373	37.344	127.928
01231316264	37.344	127.928
01231323103	37.566	126.985
01231322855	37.566	126.985
01231322793	37.566	126.985
01231300023	37.566	126.985
01231322053	36.313	127.431
01231321680	36.313	127.431
01231322060	36.313	127.431
01231321956	36.313	127.431
01231321940	36.313	127.431
01231321989	36.313	127.431
01231321681	36.313	127.431
01231316350	36.313	127.431
01231322035	36.313	127.431
01231321968	36.313	127.431
01231322069	36.313	127.431
01231322953	37.566	126.985
01231321442	37.266	127.399
01231316094	37.267	127.398
01231315962	35.798	127.117
01231315843	35.18	126.817
01231316054	35.021	126.785
01231315799	35.958	126.975
01231316027	35.121	126.865
01231316049	35.191	126.836
01231315790	35.178	126.875
01231316276	35.813	127.102
01231322453	35.148	126.847
01231316084	35.945	126.943
01231315477	34.731	127.721
01231322387	35.148	126.914
01231316198	34.971	127.609
01231316365	33.519	126.571
01227587374	35.112	129.016
01231316317	35.963	126.717
01231316022	35.826	127.166
01231316288	34.973	127.493
01231322038	37.267	127.001
01231321657	35.15	126.847
01231315958	35.794	127.117
01231316312	35.82	127.146
01231321827	36.834	127.135
01231322209	36.773	127.069
01231322272	36.782	127.005
01227587358	35.157	129.113
01227587372	35.129	129.047
01227587864	35.225	129.148
01227587653	35.106	128.968
01227587910	35.215	129.103
01227587089	35.196	129.061
01231322909	36.026	129.34
01231322065	37.487	126.981
01231322147	36.783	127.152
01231300336	36.037	129.363
01227587164	35.154	129.06
01227587603	35.171	128.982
01231321886	37.569	126.989
01227587680	35.135	129.1
01227587659	35.21	129.007
01227587804	35.531	129.307
01227587730	35.231	129.088
01227587650	35.539	129.337
01227587567	35.163	129.161
01231321468	37.556	126.975
01231321393	37.556	126.975
01231321569	37.556	126.976
01231321354	37.556	126.975
01231320755	37.556	126.975
